,,0
pcg9,LengthOfStay_max,0.037953149861698364
LengthOfStay_max,pcg9,0.037953149861698364
pcg3,pcg45,0.037937823265842614
pcg45,pcg3,0.037937823265842614
sp6,pcg22,0.03791126875508605
pcg22,sp6,0.03791126875508605
CharlsonIndex_min,pcg21,0.037908358507766825
pcg21,CharlsonIndex_min,0.037908358507766825
pcg26,pcg29,0.03789960460768769
pcg29,pcg26,0.03789960460768769
age_80+,pcg33,0.0378923300892368
pcg33,age_80+,0.0378923300892368
pcg46,pcg32,0.037887475789907483
pcg32,pcg46,0.037887475789907483
sp10,pcg44,0.037882432980235026
pcg44,sp10,0.037882432980235026
ps2,pcg22,0.037878713253780436
pcg22,ps2,0.037878713253780436
pcg22,sp3,0.03785474031035684
sp3,pcg22,0.03785474031035684
PayDelay_std,pg12,0.03777137642627338
pg12,PayDelay_std,0.03777137642627338
pg5,pcg32,0.03776627251035025
pcg32,pg5,0.03776627251035025
pg11,PayDelay_mean,0.0377421232967951
PayDelay_mean,pg11,0.0377421232967951
sp14,pcg34,0.037720203393151096
pcg34,sp14,0.037720203393151096
pg5,ps7,0.037716873917481464
ps7,pg5,0.037716873917481464
sexMALE,pcg24,0.03770957208891892
pcg24,sexMALE,0.03770957208891892
pcg21,sp2,0.03766683250639089
sp2,pcg21,0.03766683250639089
LengthOfStay_max,ps2,0.037639754363952525
ps2,LengthOfStay_max,0.037639754363952525
ps9,sp5,0.03761442702541764
sp5,ps9,0.03761442702541764
ps9,pcg18,0.037614042070636254
pcg18,ps9,0.037614042070636254
LOS_TOT_SUPRESSED_count,pcg28,0.037612797335063584
pcg28,LOS_TOT_SUPRESSED_count,0.037612797335063584
LabCount_sum,sp14,0.03757823489128474
sp14,LabCount_sum,0.03757823489128474
ps3,age_60-69,0.037569737161183135
age_60-69,ps3,0.037569737161183135
LabCount_mean,pg9,0.037552251196027175
pg9,LabCount_mean,0.037552251196027175
pcg41,sp2,0.03754914354679895
sp2,pcg41,0.03754914354679895
LabCount_std,pg15,0.037547077791359414
pg15,LabCount_std,0.037547077791359414
age_20-29,pg13,0.03753849344334856
pg13,age_20-29,0.03753849344334856
pg14,pg4,0.03752930247717583
pg4,pg14,0.03752930247717583
pg13,pcg25,0.03752358653229759
pcg25,pg13,0.03752358653229759
no_lab_instances,LengthOfStay_mean,0.03749508046170157
LengthOfStay_mean,no_lab_instances,0.03749508046170157
pg14,CharlsonIndex_mean,0.03748165800996484
CharlsonIndex_mean,pg14,0.03748165800996484
sp4,pg13,0.03747275592667576
pg13,sp4,0.03747275592667576
pg15,LabCount_sum,0.03743777510183999
LabCount_sum,pg15,0.03743777510183999
pcg3,CharlsonIndex_min,0.03743478094224062
CharlsonIndex_min,pcg3,0.03743478094224062
sexMALE,LengthOfStay_sum,0.03743235963668916
LengthOfStay_sum,sexMALE,0.03743235963668916
sp1,pcg15,0.037410951676455306
pcg15,sp1,0.037410951676455306
DrugCount_min,pcg37,0.03738311402433109
pcg37,DrugCount_min,0.03738311402433109
sexMALE,pcg40,0.03737977438014093
pcg40,sexMALE,0.03737977438014093
age_40-49,sp10,0.03737165273595847
sp10,age_40-49,0.03737165273595847
pg15,pg2,0.03736272748329776
pg2,pg15,0.03736272748329776
pg5,pcg36,0.03734417113090345
pcg36,pg5,0.03734417113090345
sp4,age_20-29,0.03733018168339106
age_20-29,sp4,0.03733018168339106
sp7,pcg17,0.037320478931598004
pcg17,sp7,0.037320478931598004
ps7,CharlsonIndex_std,0.037312427983221416
CharlsonIndex_std,ps7,0.037312427983221416
CharlsonIndex_mean,pcg14,0.037307883814628615
pcg14,CharlsonIndex_mean,0.037307883814628615
PayDelay_mean,ps9,0.037296524445783574
ps9,PayDelay_mean,0.037296524445783574
no_lab_instances,sp14,0.037295001800727215
sp14,no_lab_instances,0.037295001800727215
sp14,LengthOfStay_sum,0.03728560183610194
LengthOfStay_sum,sp14,0.03728560183610194
sp14,pcg2,0.03728315210661377
pcg2,sp14,0.03728315210661377
age_0-9,LengthOfStay_max,0.03724547776122177
LengthOfStay_max,age_0-9,0.03724547776122177
pg16,CharlsonIndex_max,0.03723778469482896
CharlsonIndex_max,pg16,0.03723778469482896
sp2,pg10,0.03723638652350793
pg10,sp2,0.03723638652350793
sp4,pcg28,0.03722981189039685
pcg28,sp4,0.03722981189039685
pg7,sexMALE,0.03722776362033828
sexMALE,pg7,0.03722776362033828
age_70-79,DSFS_min,0.037223714196359815
DSFS_min,age_70-79,0.037223714196359815
pg18,CharlsonIndex_range,0.03720947367655898
CharlsonIndex_range,pg18,0.03720947367655898
pcg38,sexMALE,0.0372075273362191
sexMALE,pcg38,0.0372075273362191
pcg36,sexFEMALE,0.0371999008507194
sexFEMALE,pcg36,0.0371999008507194
age_80+,pcg45,0.03718845016191347
pcg45,age_80+,0.03718845016191347
ps3,ps5,0.03716528519893928
ps5,ps3,0.03716528519893928
ps4,pcg36,0.03716418825671731
pcg36,ps4,0.03716418825671731
sp4,pg3,0.03715575002545502
pg3,sp4,0.03715575002545502
sp14,pcg35,0.037154197346132095
pcg35,sp14,0.037154197346132095
pcg23,pcg20,0.0371377120024004
pcg20,pcg23,0.0371377120024004
pcg37,CharlsonIndex_min,0.037110794841384076
CharlsonIndex_min,pcg37,0.037110794841384076
age_50-59,pg11,0.037098952070768194
pg11,age_50-59,0.037098952070768194
sp5,sp4,0.03705468104609903
sp4,sp5,0.03705468104609903
no_PlaceSvcs,pcg35,0.03704736919709096
pcg35,no_PlaceSvcs,0.03704736919709096
ps5,pcg41,0.03704493612008716
pcg41,ps5,0.03704493612008716
LOS_TOT_UNKNOWN_count,PayDelay_mean,0.03703265068031079
PayDelay_mean,LOS_TOT_UNKNOWN_count,0.03703265068031079
pcg31,no_PlaceSvcs,0.037017084391976166
no_PlaceSvcs,pcg31,0.037017084391976166
pcg1,age_20-29,0.036992058725224035
age_20-29,pcg1,0.036992058725224035
sp8,age_60-69,0.036988311658792794
age_60-69,sp8,0.036988311658792794
pcg22,pg4,0.0369864160343975
pg4,pcg22,0.0369864160343975
pcg9,AAFC_MISS,0.0369791908904153
pcg9,age_MISS,0.0369791908904153
age_MISS,pcg9,0.0369791908904153
AAFC_MISS,pcg9,0.0369791908904153
pcg19,ps10,0.03697506838709144
ps10,pcg19,0.03697506838709144
LOS_TOT_KNOWN_count,pcg7,0.03696282429219334
pcg7,LOS_TOT_KNOWN_count,0.03696282429219334
age_60-69,pcg34,0.03696149729596009
pcg34,age_60-69,0.03696149729596009
age_30-39,pcg16,0.036933348455179905
pcg16,age_30-39,0.036933348455179905
sp11,age_60-69,0.03692401605988323
age_60-69,sp11,0.03692401605988323
pcg46,pcg36,0.03691709915493707
pcg36,pcg46,0.03691709915493707
sp14,pcg12,0.036890523334402424
pcg12,sp14,0.036890523334402424
pcg15,DrugCount_max,0.03686867938893013
DrugCount_max,pcg15,0.03686867938893013
pcg4,no_drug_instances,0.0368365813181641
no_drug_instances,pcg4,0.0368365813181641
pcg36,LabCount_mean,0.03676782506084655
LabCount_mean,pcg36,0.03676782506084655
pg3,pcg36,0.03676425013353116
pcg36,pg3,0.03676425013353116
ps7,DaysInHospital,0.036728574431349074
DaysInHospital,ps7,0.036728574431349074
LOS_TOT_SUPRESSED_count,DrugCount_min,0.03672640235028551
DrugCount_min,LOS_TOT_SUPRESSED_count,0.03672640235028551
pg8,age_20-29,0.0367179118113674
age_20-29,pg8,0.0367179118113674
PayDelay_min,pcg36,0.036708223043999004
pcg36,PayDelay_min,0.036708223043999004
age_30-39,pg13,0.03670820197349188
pg13,age_30-39,0.03670820197349188
CharlsonIndex_min,pcg20,0.036696722468927016
pcg20,CharlsonIndex_min,0.036696722468927016
pcg5,sp14,0.03667247285224067
sp14,pcg5,0.03667247285224067
pcg43,DrugCount_min,0.03666543274760759
DrugCount_min,pcg43,0.03666543274760759
sp7,LengthOfStay_mean,0.03666014995002783
LengthOfStay_mean,sp7,0.03666014995002783
ps4,pcg45,0.036654225537111194
pcg45,ps4,0.036654225537111194
pg18,sp7,0.036628002109680285
sp7,pg18,0.036628002109680285
pg11,pcg43,0.036611253105891375
pcg43,pg11,0.036611253105891375
pcg8,LengthOfStay_std,0.036604278205657786
LengthOfStay_std,pcg8,0.036604278205657786
pcg17,pcg43,0.036597023644255836
pcg43,pcg17,0.036597023644255836
pcg26,pcg9,0.03659563079054277
pcg9,pcg26,0.03659563079054277
ps6,pg16,0.03658689295441157
pg16,ps6,0.03658689295441157
no_lab_instances_MISS,pcg46,0.03655328814558355
pcg46,no_lab_instances_MISS,0.03655328814558355
DSFS_mean,pcg33,0.03654470774721105
pcg33,DSFS_mean,0.03654470774721105
pcg15,no_lab_instances_MISS,0.03650492858516642
no_lab_instances_MISS,pcg15,0.03650492858516642
pcg44,age_10-19,0.03649926423346221
age_10-19,pcg44,0.03649926423346221
ps10,LabCount_sum,0.036474055617606936
LabCount_sum,ps10,0.036474055617606936
pg13,pg9,0.03647404393639885
pg9,pg13,0.03647404393639885
sp4,DSFS_min,0.03647333306314207
DSFS_min,sp4,0.03647333306314207
pcg13,ps1,0.03646565150544974
ps1,pcg13,0.03646565150544974
no_ProcedureGroups,PayDelay_mean,0.03646016604008119
PayDelay_mean,no_ProcedureGroups,0.03646016604008119
ps9,sp1,0.03645242900995541
sp1,ps9,0.03645242900995541
ClaimsTruncated,pg17,0.03644413145442611
pg17,ClaimsTruncated,0.03644413145442611
PayDelay_min,sp14,0.036438612521175896
sp14,PayDelay_min,0.036438612521175896
sp5,pcg43,0.03643736848808759
pcg43,sp5,0.03643736848808759
pcg41,sexMISS,0.03642294754016549
sexMISS,pcg41,0.03642294754016549
pg9,pcg27,0.0363975644731036
pcg27,pg9,0.0363975644731036
pcg19,sp14,0.03639498987859595
sp14,pcg19,0.03639498987859595
PayDelay_mean,pcg20,0.03639392822629041
pcg20,PayDelay_mean,0.03639392822629041
AAFC_MISS,pcg10,0.036389449305975784
pcg10,age_MISS,0.036389449305975784
pcg10,AAFC_MISS,0.036389449305975784
age_MISS,pcg10,0.036389449305975784
pcg21,DSFS_max,0.03638836959305399
DSFS_max,pcg21,0.03638836959305399
pcg40,ps9,0.03637304953205867
ps9,pcg40,0.03637304953205867
pg12,DSFS_sum,0.03636384643394432
DSFS_sum,pg12,0.03636384643394432
ps6,pcg46,0.036349838806116946
pcg46,ps6,0.036349838806116946
pcg45,pcg23,0.03634222279594026
pcg23,pcg45,0.03634222279594026
pcg46,pcg9,0.03632604206511357
pcg9,pcg46,0.03632604206511357
pcg32,sp2,0.036325850607874105
sp2,pcg32,0.036325850607874105
LabCount_mean,no_PCPs,0.03631975765263298
no_PCPs,LabCount_mean,0.03631975765263298
pcg31,DSFS_max,0.03631747233032469
DSFS_max,pcg31,0.03631747233032469
pg4,LengthOfStay_mean,0.03627955194504639
LengthOfStay_mean,pg4,0.03627955194504639
LengthOfStay_mean,pg12,0.03625262505717439
pg12,LengthOfStay_mean,0.03625262505717439
age_50-59,sp8,0.036203777087771345
sp8,age_50-59,0.036203777087771345
pcg6,pcg5,0.03619736142317009
pcg5,pcg6,0.03619736142317009
pcg41,no_Claims,0.03618560145196083
no_Claims,pcg41,0.03618560145196083
pcg11,DSFS_std,0.03618018787149043
DSFS_std,pcg11,0.03618018787149043
pcg10,pcg8,0.036173822724035146
pcg8,pcg10,0.036173822724035146
no_Specialties,pcg7,0.0361503836120249
pcg7,no_Specialties,0.0361503836120249
sexMISS,pcg32,0.03614628856317952
pcg32,sexMISS,0.03614628856317952
pg6,DrugCount_mean,0.036125182197008505
DrugCount_mean,pg6,0.036125182197008505
pg9,age_30-39,0.036119901289293585
age_30-39,pg9,0.036119901289293585
DrugCount_max,pcg31,0.036118348971690674
pcg31,DrugCount_max,0.036118348971690674
sp14,pcg6,0.036113308587349374
pcg6,sp14,0.036113308587349374
LengthOfStay_std,ps1,0.0360641317737596
ps1,LengthOfStay_std,0.0360641317737596
sp1,pcg36,0.036044236293142344
pcg36,sp1,0.036044236293142344
sp4,pcg1,0.03603120674515251
pcg1,sp4,0.03603120674515251
ps5,pcg14,0.036028149152429086
pcg14,ps5,0.036028149152429086
sp3,LengthOfStay_max,0.03599119756528719
LengthOfStay_max,sp3,0.03599119756528719
pg9,DSFS_min,0.0359801303659228
DSFS_min,pg9,0.0359801303659228
LengthOfStay_mean,DaysInHospital,0.03596239644289932
DaysInHospital,LengthOfStay_mean,0.03596239644289932
pcg25,pcg38,0.03592396954836451
pcg38,pcg25,0.03592396954836451
LengthOfStay_mean,sexMALE,0.03591651706217939
sexMALE,LengthOfStay_mean,0.03591651706217939
pcg21,pg8,0.035906945058997775
pg8,pcg21,0.035906945058997775
no_lab_instances_MISS,pcg21,0.03590359048602589
pcg21,no_lab_instances_MISS,0.03590359048602589
pcg17,LabCount_mean,0.035900218263837325
LabCount_mean,pcg17,0.035900218263837325
no_ProcedureGroups,sp4,0.035891477683995636
sp4,no_ProcedureGroups,0.035891477683995636
pcg7,pcg33,0.03588730609080559
pcg33,pcg7,0.03588730609080559
pcg41,ps9,0.035881289723264154
ps9,pcg41,0.035881289723264154
pcg14,LOS_TOT_SUPRESSED_count,0.03587728070452839
LOS_TOT_SUPRESSED_count,pcg14,0.03587728070452839
pcg2,LabCount_mean,0.03587267524015695
LabCount_mean,pcg2,0.03587267524015695
PayDelay_mean,sp2,0.03584431784731931
sp2,PayDelay_mean,0.03584431784731931
pcg4,CharlsonIndex_std,0.03580868080583713
CharlsonIndex_std,pcg4,0.03580868080583713
DaysInHospital,pcg42,0.03580843740633189
pcg42,DaysInHospital,0.03580843740633189
pcg25,PayDelay_max,0.0357755776565072
PayDelay_max,pcg25,0.0357755776565072
pg15,AAFC_MISS,0.0357702298115114
pg15,age_MISS,0.0357702298115114
age_MISS,pg15,0.0357702298115114
AAFC_MISS,pg15,0.0357702298115114
CharlsonIndex_mean,pg16,0.03576811594421351
pg16,CharlsonIndex_mean,0.03576811594421351
AAFC_MISS,pcg45,0.0357405979597154
age_MISS,pcg45,0.0357405979597154
pcg45,AAFC_MISS,0.0357405979597154
pcg45,age_MISS,0.0357405979597154
DrugCount_std,pg10,0.0357396698199154
pg10,DrugCount_std,0.0357396698199154
ps7,pcg23,0.03569999659413176
pcg23,ps7,0.03569999659413176
age_50-59,pcg34,0.0356815367307742
pcg34,age_50-59,0.0356815367307742
pcg32,PayDelay_sum,0.03566874723383985
PayDelay_sum,pcg32,0.03566874723383985
sexMISS,pg9,0.03565925504717115
pg9,sexMISS,0.03565925504717115
pcg19,pg18,0.035657573402534615
pg18,pcg19,0.035657573402534615
DrugCount_min,age_MISS,0.035641955830149376
AAFC_MISS,DrugCount_min,0.035641955830149376
DrugCount_min,AAFC_MISS,0.035641955830149376
age_MISS,DrugCount_min,0.035641955830149376
pcg39,age_20-29,0.03558162172438284
age_20-29,pcg39,0.03558162172438284
ps10,ps1,0.03553982033257791
ps1,ps10,0.03553982033257791
pcg35,LOS_TOT_UNKNOWN_count,0.03553414649288116
LOS_TOT_UNKNOWN_count,pcg35,0.03553414649288116
pcg8,age_40-49,0.035525883792890414
age_40-49,pcg8,0.035525883792890414
sp12,pcg24,0.035524196014975556
pcg24,sp12,0.035524196014975556
pcg45,age_0-9,0.0355206719541609
age_0-9,pcg45,0.0355206719541609
age_20-29,pcg42,0.0355155881209084
pcg42,age_20-29,0.0355155881209084
pcg4,no_ProcedureGroups,0.035485387194247854
no_ProcedureGroups,pcg4,0.035485387194247854
pg13,pg18,0.03546721686043462
pg18,pg13,0.03546721686043462
pcg40,no_drug_instances_MISS,0.03544358344643896
no_drug_instances_MISS,pcg40,0.03544358344643896
LOS_TOT_SUPRESSED_count,pcg20,0.03540940957650778
pcg20,LOS_TOT_SUPRESSED_count,0.03540940957650778
ps9,sexFEMALE,0.035405719934492465
sexFEMALE,ps9,0.035405719934492465
pcg28,pcg43,0.0354038625566176
pcg43,pcg28,0.0354038625566176
DrugCount_std,no_PCPs,0.03539659231341772
no_PCPs,DrugCount_std,0.03539659231341772
pg9,sp10,0.03535642444938496
sp10,pg9,0.03535642444938496
LengthOfStay_mean,sp14,0.03533547831690029
sp14,LengthOfStay_mean,0.03533547831690029
DaysInHospital,pg14,0.03532884163518391
pg14,DaysInHospital,0.03532884163518391
sp8,pcg24,0.035321676031083236
pcg24,sp8,0.035321676031083236
age_70-79,pcg12,0.03531261572824712
pcg12,age_70-79,0.03531261572824712
pg2,pcg30,0.03530492300029927
pcg30,pg2,0.03530492300029927
LabCount_std,ps10,0.0352887695761592
ps10,LabCount_std,0.0352887695761592
pcg37,pcg35,0.035271877307034856
pcg35,pcg37,0.035271877307034856
pcg27,LengthOfStay_std,0.035262636325862635
LengthOfStay_std,pcg27,0.035262636325862635
pcg36,pcg8,0.03524990169582377
pcg8,pcg36,0.03524990169582377
CharlsonIndex_range,pg16,0.03523695431410977
pg16,CharlsonIndex_range,0.03523695431410977
pcg38,pcg12,0.035223762318985836
pcg12,pcg38,0.035223762318985836
pg18,pg4,0.035216353795561234
pg4,pg18,0.035216353795561234
pcg9,pcg12,0.035189023482641746
pcg12,pcg9,0.035189023482641746
pcg46,pcg20,0.03517583241542373
pcg20,pcg46,0.03517583241542373
LengthOfStay_std,pg9,0.03517566857231402
pg9,LengthOfStay_std,0.03517566857231402
pcg14,AAFC_MISS,0.03517023980585483
pcg14,age_MISS,0.03517023980585483
age_MISS,pcg14,0.03517023980585483
AAFC_MISS,pcg14,0.03517023980585483
pcg43,no_drug_instances_MISS,0.035155481173505
no_drug_instances_MISS,pcg43,0.035155481173505
pcg46,CharlsonIndex_min,0.035143677686368724
CharlsonIndex_min,pcg46,0.035143677686368724
pcg7,sp8,0.03514291430096698
sp8,pcg7,0.03514291430096698
LabCount_std,pcg43,0.03513391271594456
pcg43,LabCount_std,0.03513391271594456
LengthOfStay_mean,pcg43,0.035132211366274514
pcg43,LengthOfStay_mean,0.035132211366274514
sexFEMALE,LengthOfStay_mean,0.03512066141137458
LengthOfStay_mean,sexFEMALE,0.03512066141137458
pcg13,sexFEMALE,0.0351181313490703
sexFEMALE,pcg13,0.0351181313490703
LabCount_min,age_40-49,0.03511145618105176
age_40-49,LabCount_min,0.03511145618105176
LengthOfStay_max,pg17,0.03509980896798695
pg17,LengthOfStay_max,0.03509980896798695
DrugCount_min,pg1,0.03509861295918273
pg1,DrugCount_min,0.03509861295918273
no_drug_instances_MISS,LOS_TOT_SUPRESSED_count,0.0350865893932173
LOS_TOT_SUPRESSED_count,no_drug_instances_MISS,0.0350865893932173
LOS_TOT_SUPRESSED_count,pcg35,0.0350833162847181
pcg35,LOS_TOT_SUPRESSED_count,0.0350833162847181
DrugCount_min,LengthOfStay_std,0.03507411244227771
LengthOfStay_std,DrugCount_min,0.03507411244227771
sexMALE,pg14,0.03506804915887369
pg14,sexMALE,0.03506804915887369
no_drug_instances,pcg46,0.035067473473154406
pcg46,no_drug_instances,0.035067473473154406
DrugCount_min,pg16,0.0350422727694156
pg16,DrugCount_min,0.0350422727694156
pcg8,sp1,0.035024669415413684
sp1,pcg8,0.035024669415413684
pcg7,DrugCount_max,0.03502417360691699
DrugCount_max,pcg7,0.03502417360691699
pcg31,sp6,0.03500968587699724
sp6,pcg31,0.03500968587699724
DSFS_mean,pcg13,0.034996751531366305
pcg13,DSFS_mean,0.034996751531366305
no_drug_instances_MISS,pg14,0.03499674696055408
pg14,no_drug_instances_MISS,0.03499674696055408
ps6,LengthOfStay_mean,0.0348936256565105
LengthOfStay_mean,ps6,0.0348936256565105
LabCount_max,pg6,0.03488625611442546
pg6,LabCount_max,0.03488625611442546
ps10,no_lab_instances,0.03487775806783736
no_lab_instances,ps10,0.03487775806783736
pcg17,pcg12,0.034871161262521336
pcg12,pcg17,0.034871161262521336
no_drug_instances,LengthOfStay_sum,0.0348644038443441
LengthOfStay_sum,no_drug_instances,0.0348644038443441
pg17,no_drug_instances_MISS,0.034830188458666464
no_drug_instances_MISS,pg17,0.034830188458666464
CharlsonIndex_min,ps6,0.034816159222674205
ps6,CharlsonIndex_min,0.034816159222674205
PayDelay_mean,no_drug_instances_MISS,0.034805081709262144
no_drug_instances_MISS,PayDelay_mean,0.034805081709262144
ps3,ps9,0.034799047233010166
ps9,ps3,0.034799047233010166
pcg20,pg6,0.03479075680944169
pg6,pcg20,0.03479075680944169
sp7,pcg26,0.034783566357386816
pcg26,sp7,0.034783566357386816
LOS_TOT_SUPRESSED_count,pcg44,0.03476142751756114
pcg44,LOS_TOT_SUPRESSED_count,0.03476142751756114
no_PCPs,pcg28,0.03474690876812061
pcg28,no_PCPs,0.03474690876812061
PayDelay_min,PayDelay_max,0.03472909739956363
PayDelay_max,PayDelay_min,0.03472909739956363
pcg31,ClaimsTruncated,0.034710806735539064
ClaimsTruncated,pcg31,0.034710806735539064
sp4,pcg13,0.03466732988918814
pcg13,sp4,0.03466732988918814
LengthOfStay_max,age_40-49,0.0346593311955122
age_40-49,LengthOfStay_max,0.0346593311955122
pcg42,age_10-19,0.03464115347803788
age_10-19,pcg42,0.03464115347803788
LabCount_std,sp14,0.03463379149548007
sp14,LabCount_std,0.03463379149548007
pcg14,age_10-19,0.03461759533276746
age_10-19,pcg14,0.03461759533276746
pcg43,age_70-79,0.034595442843457835
age_70-79,pcg43,0.034595442843457835
pcg31,DrugCount_mean,0.03458011763883857
DrugCount_mean,pcg31,0.03458011763883857
pcg45,pcg28,0.03457165321896326
pcg28,pcg45,0.03457165321896326
pg13,pg4,0.0345579815776879
pg4,pg13,0.0345579815776879
LabCount_max,pcg4,0.034547298107328796
pcg4,LabCount_max,0.034547298107328796
pcg9,ps3,0.03451246534725716
ps3,pcg9,0.03451246534725716
pcg41,AAFC_MISS,0.034504436290152665
pcg41,age_MISS,0.034504436290152665
AAFC_MISS,pcg41,0.034504436290152665
age_MISS,pcg41,0.034504436290152665
pcg32,no_Claims,0.03445723072067128
no_Claims,pcg32,0.03445723072067128
pcg5,pg15,0.034454887464358326
pg15,pcg5,0.034454887464358326
DrugCount_min,pcg26,0.034448297256008426
pcg26,DrugCount_min,0.034448297256008426
